Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage_isnull,MasVnrArea_isnull,GarageYrBlt_isnull
1,0.9184235360366829,0.2352941176470588,1.0,0.4182081213682387,0.3663439039293502,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,1.0,1.0,0.8,0.6666666666666665,0.5,0.7213740458015268,0.6965811965811965,1.0,1.0,1.0,1.0,0.6666666666666666,0.1225,0.6666666666666666,1.0,1.0,0.75,1.0,1.0,0.8333333333333333,0.1250885896527285,1.0,0.0,0.0642123287671232,0.1400981996726677,1.0,1.0,1.0,1.0,0.3561547482043825,0.4135593220338983,0.0,0.5777122882260084,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.5,1.0,0.0,1.0,1.0,0.7118226600985221,0.6666666666666666,0.5,0.386459802538787,1.0,1.0,1.0,0.0,0.1115173674588665,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0909090909090909,0.5,1.0,1.0,0.0,0.0,0.75
2,0.9138677510768201,0.0,1.0,0.4950637470974308,0.391316765949123,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.1363636363636363,0.8,1.0,1.0,1.0,0.5555555555555556,0.875,0.4923664122137405,0.34401709401709396,1.0,1.0,0.8,0.9,1.0,0.0,1.0,1.0,0.75,0.75,1.0,0.5,0.6666666666666666,0.1732813607370659,1.0,0.0,0.1215753424657534,0.2065466448445172,1.0,1.0,1.0,1.0,0.5030560164904583,0.0,0.0,0.4702445078729567,0.0,0.5,0.6666666666666666,0.0,0.375,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.6000000000000001,1.0,0.45197044334975367,0.6666666666666666,0.5,0.3244005641748942,1.0,1.0,1.0,0.3477246207701283,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3636363636363636,0.25,1.0,1.0,0.0,0.0,0.625
3,0.9206786729412321,0.2352941176470588,1.0,0.4349089973815976,0.422358500302655,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,1.0,1.0,0.8,0.6666666666666665,0.5,0.7137404580152672,0.6880341880341879,1.0,1.0,1.0,1.0,0.6666666666666666,0.10125,0.6666666666666666,1.0,1.0,0.75,1.0,0.25,0.8333333333333333,0.0861091424521615,1.0,0.0,0.1857876712328767,0.1505728314238952,1.0,1.0,1.0,1.0,0.3834410394874981,0.4193704600484261,0.0,0.59309515868294,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6000000000000001,1.0,0.7019704433497537,0.6666666666666666,0.5,0.4287729196050776,1.0,1.0,1.0,0.0,0.0767824497257769,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7272727272727273,0.5,1.0,1.0,0.0,0.0,0.75
4,0.9051396042785402,0.2941176470588235,1.0,0.3885811169229189,0.3902947416306547,1.0,1.0,0.6666666666666666,1.0,1.0,0.75,1.0,0.5,1.0,1.0,1.0,0.8,0.6666666666666665,0.5,0.13358778625954204,0.17094017094017094,1.0,1.0,0.7000000000000001,0.4,1.0,0.0,1.0,1.0,0.5,1.0,0.75,1.0,0.6666666666666666,0.0382707299787384,1.0,0.0,0.2311643835616438,0.1237315875613748,1.0,0.5,1.0,1.0,0.3999410133188545,0.3661016949152542,0.0,0.5791574328965412,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666666,1.0,0.3333333333333333,0.8,0.8,0.4334975369458128,1.0,0.75,0.4527503526093089,1.0,1.0,1.0,0.0,0.0639853747714808,0.4927536231884058,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0909090909090909,0.0,1.0,0.5,0.0,0.0,0.5
5,0.9242786815501971,0.2352941176470588,1.0,0.5131229364071093,0.468761150193644,1.0,1.0,0.6666666666666666,1.0,1.0,0.25,1.0,0.4090909090909091,1.0,1.0,1.0,0.8,0.7777777777777777,0.5,0.7099236641221374,0.6709401709401709,1.0,1.0,1.0,1.0,0.6666666666666666,0.21875,0.6666666666666666,1.0,1.0,0.75,1.0,0.75,0.8333333333333333,0.1160524450744153,1.0,0.0,0.2097602739726027,0.1873977086743044,1.0,1.0,1.0,1.0,0.4662370521602308,0.5099273607748184,0.0,0.6665228823649914,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5833333333333334,1.0,0.3333333333333333,0.6000000000000001,1.0,0.6970443349753694,0.6666666666666666,0.75,0.5895627644569816,1.0,1.0,1.0,0.2240373395565927,0.1535648994515539,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.75
6,0.9058624447262508,0.1764705882352941,1.0,0.5175033420618727,0.4667608511414304,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4545454545454546,1.0,1.0,1.0,0.6000000000000001,0.4444444444444445,0.5,0.8091603053435115,0.7499999999999999,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.75,1.0,1.0,0.8333333333333333,0.1296952515946137,1.0,0.0,0.0273972602739726,0.1302782324058919,1.0,1.0,1.0,1.0,0.3286535459838906,0.27409200968523,0.0,0.4972202460326831,0.3333333333333333,0.0,0.3333333333333333,0.5,0.125,0.3333333333333333,1.0,0.2499999999999999,1.0,0.0,1.0,1.0,0.7894088669950738,1.0,0.5,0.3385049365303244,1.0,1.0,1.0,0.0466744457409568,0.0548446069469835,0.0,0.6299212598425197,0.0,0.0,1.0,0.75,0.5,0.0451612903225806,0.8181818181818182,0.75,1.0,1.0,0.0,0.0,0.875
7,0.9307612557169911,0.0,1.0,0.4711754616031938,0.4009434910197881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8181818181818182,1.0,1.0,1.0,1.0,0.7777777777777777,0.5,0.5992366412213741,0.5918803418803418,1.0,1.0,1.0,1.0,0.3333333333333333,0.11625,0.6666666666666666,1.0,1.0,0.5,1.0,0.75,0.8333333333333333,0.2425584691708008,1.0,0.0,0.1357020547945205,0.2759410801963993,1.0,1.0,1.0,1.0,0.6144648399515797,0.0,0.0,0.574386761705187,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666666,1.0,0.3333333333333333,0.8,1.0,0.5899014778325123,0.6666666666666666,0.5,0.4485190409026798,1.0,1.0,1.0,0.2975495915985997,0.1042047531992687,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.6363636363636364,0.25,1.0,1.0,0.0,0.0,0.625
8,0.9170638672196738,0.2352941176470588,1.0,0.4403125963841563,0.4066434667460964,1.0,1.0,0.6666666666666666,1.0,1.0,0.75,1.0,0.6363636363636364,0.0,1.0,1.0,0.8,0.6666666666666665,0.625,0.732824427480916,0.5619658119658119,1.0,1.0,0.9,0.8,0.3333333333333333,0.15,1.0,1.0,0.75,0.75,1.0,0.25,0.6666666666666666,0.1521970233876683,0.3333333333333333,0.0217096336499321,0.0924657534246575,0.1811783960720131,1.0,1.0,1.0,1.0,0.4534645543861124,0.4760290556900726,0.0,0.6486996026216678,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,1.0,0.4166666666666666,1.0,0.6666666666666666,0.6000000000000001,1.0,0.6908866995073891,0.6666666666666666,0.5,0.3413258110014104,1.0,1.0,1.0,0.2742123687281213,0.3729433272394881,0.4130434782608695,0.0,0.0,0.0,1.0,1.0,0.5,0.0225806451612903,0.9090909090909092,0.75,1.0,1.0,1.0,0.0,0.875
9,0.9025722186796554,0.1764705882352941,0.75,0.3284263672070855,0.3032046808995624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909092,0.6000000000000001,1.0,1.0,0.6000000000000001,0.6666666666666665,0.5,0.44656488549618323,0.24358974358974353,1.0,1.0,0.4,0.4,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.4075342465753424,0.155810147299509,1.0,0.5,1.0,0.3333333333333333,0.4232306956521205,0.3641646489104116,0.0,0.5907103163127223,0.0,0.0,0.6666666666666666,0.0,0.25,0.6666666666666666,1.0,0.5,0.5,0.6666666666666666,0.6000000000000001,0.8,0.35714285714285715,1.0,0.5,0.3300423131170663,0.3333333333333333,1.0,1.0,0.1050175029171528,0.0,0.3713768115942029,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.2727272727272727,0.5,1.0,0.5,0.0,0.0,0.75
10,0.8992440181731061,1.0,1.0,0.3210966235741512,0.3409031354692565,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.5454545454545454,0.6000000000000001,0.0,0.0,0.0,0.4444444444444445,0.625,0.4770992366412214,0.24358974358974353,1.0,1.0,0.8,0.9,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8333333333333333,0.1507795889440113,1.0,0.0,0.059931506849315,0.1621931260229132,1.0,1.0,1.0,1.0,0.4430673797326054,0.0,0.0,0.4141685917812125,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.6666666666666666,1.0,0.2499999999999999,1.0,0.6666666666666666,0.6000000000000001,1.0,0.39655172413793105,0.6666666666666666,0.25,0.1445698166431593,0.0,1.0,1.0,0.0,0.0073126142595978,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.75
